item,itemLabel,startDate,endDate
Q151509,Abdulaziz,1932-09-22,1953-11-09
Q244206,Saud,1953-11-09,1964-11-02
Q217167,Faisal,1964-11-02,1975-03-25
Q208301,Khalid,1975-03-25,1982-06-13
Q183187,Fahd,1982-06-13,2005-08-01
Q57298,Abdullah,2005-08-01,2015-01-23
Q367825,Salman,2015-01-23,
